扫描单,条码,时间
发货-17021401,3323286199990,2017-02-14 17:48:05
发货-17021401,3323286009611,2017-02-14 17:48:10
发货-17021401,3323285893195,2017-02-14 17:48:13
发货-17021401,3323286089272,2017-02-14 17:48:38
发货-17021401,3323286050983,2017-02-14 17:48:45
发货-17021401,3323286196145,2017-02-14 17:48:50
发货-17021401,3323286196236,2017-02-14 17:48:54
发货-17021401,3323287189084,2017-02-14 18:20:25
发货-17021401,3323287189096,2017-02-14 18:20:29
发货-17021401,3323287323565,2017-02-14 18:20:32
